time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
0,-0.701049,2.6182,9.55955
0.0099816,-0.727983,2.58393,9.51122
0.0199632,-0.723344,2.55475,9.4349
0.0299448,-0.785593,2.58393,9.61028
0.0399264,-0.801305,2.68015,9.71218
0.049908,-0.798313,2.68793,9.77922
0.0598896,-0.82824,2.67356,9.83608
0.0698712,-0.790083,2.6574,9.84925
0.0798528,-0.780356,2.63286,9.75857
0.0898344,-0.718107,2.60443,9.67657
0.099816,-0.65915,2.61431,9.61102
0.109798,-0.620095,2.64558,9.56389
0.119779,-0.577748,2.68389,9.47366
0.129761,-0.588671,2.71681,9.4156
0.139742,-0.598098,2.77142,9.38627
0.149724,-0.605131,2.79761,9.36667
0.159706,-0.615307,2.83098,9.3734
0.169687,-0.621292,2.83532,9.32282
0.179669,-0.60573,2.83278,9.27539
0.18965,-0.595255,2.81362,9.24471
0.199632,-0.600642,2.79701,9.27823
0.209613,-0.610668,2.80419,9.29469
0.219595,-0.623237,2.81377,9.3134
0.229577,-0.641194,2.82095,9.35844
0.239558,-0.656457,2.83053,9.38911
0.24954,-0.659001,2.86151,9.37924
0.259521,-0.687132,2.87048,9.352
0.269503,-0.678902,2.84415,9.32612
0.279485,-0.670074,2.8223,9.27135
0.289466,-0.670523,2.82006,9.28571
0.299448,-0.690574,2.82484,9.32357
0.309429,-0.682494,2.82769,9.38118
0.319411,-0.707782,2.83023,9.43326
0.329393,-0.705388,2.82065,9.44059
0.339374,-0.711374,2.79162,9.40707
0.349356,-0.703742,2.77247,9.3954
0.359337,-0.708231,2.73656,9.40273
0.369319,-0.695362,2.74913,9.4557
0.379301,-0.708381,2.76125,9.49356
0.389282,-0.682643,2.75451,9.51825
0.399264,-0.685337,2.73791,9.54234
0.409245,-0.688479,2.6993,9.497
0.419227,-0.657355,2.68778,9.50029
0.429209,-0.682643,2.66563,9.47351
0.43919,-0.661544,2.66608,9.48832
0.449172,-0.699253,2.66294,9.46588
0.459153,-0.710476,2.6776,9.52289
0.469135,-0.694315,2.68284,9.54728
0.479117,-0.703592,2.70409,9.52528
0.489098,-0.686683,2.75197,9.48952
