time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
0,0.217123,2.75646,9.40782
0.00997947,0.224605,2.75167,9.39854
0.0199589,0.193181,2.7608,9.40961
0.0299384,0.202608,2.76334,9.41216
0.0399179,0.229244,2.76604,9.39615
0.0498973,0.229393,2.73985,9.40348
0.0598768,0.241215,2.721,9.42308
0.0698563,0.260368,2.69975,9.43341
0.0798357,0.237623,2.69496,9.48548
0.0898152,0.235678,2.6972,9.46618
0.0997947,0.228047,2.6972,9.48039
0.109774,0.225353,2.69017,9.49955
0.119754,0.212933,2.70439,9.50867
0.129733,0.201262,2.71845,9.48907
0.139713,0.187345,2.72534,9.46722
0.149692,0.201411,2.72085,9.48428
0.159671,0.205302,2.68538,9.53501
0.169651,0.202908,2.6592,9.55192
0.17963,0.217273,2.67356,9.54025
0.18961,0.206349,2.6589,9.50643
0.199589,0.212933,2.66159,9.53291
0.209569,0.241663,2.68089,9.5169
0.219548,0.227448,2.68314,9.51406
0.229528,0.250492,2.68538,9.45241
0.239507,0.248696,2.70184,9.4162
0.249487,0.191086,2.70349,9.42428
0.259466,0.198418,2.72743,9.40752
0.269446,0.202159,2.77068,9.42413
0.279425,0.156969,2.77711,9.4132
0.289405,0.1441,2.81063,9.43191
0.299384,0.141407,2.81063,9.44134
0.309363,0.166546,2.79641,9.40378
0.319343,0.186597,2.76544,9.38298
0.329322,0.165498,2.74584,9.37535
0.339302,0.159812,2.73177,9.41605
0.349281,0.161907,2.71516,9.43775
0.359261,0.163104,2.72743,9.48084
0.36924,0.15652,2.69855,9.47126
0.37922,0.174925,2.69197,9.50299
0.389199,0.170586,2.69646,9.48608
0.399179,0.184801,2.73012,9.47186
0.409158,0.172082,2.71576,9.50763
0.419138,0.182557,2.70379,9.4768
0.429117,0.185101,2.6776,9.48668
0.439097,0.218619,2.64947,9.50209
0.449076,0.218021,2.63525,9.53336
0.459055,0.278025,2.62418,9.53261
0.469035,0.268748,2.58094,9.5398
0.479014,0.249445,2.61176,9.53187
