time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
0,-4.46965,5.73543,5.94687
0.00997984,-4.47609,5.76207,5.99909
0.0199597,-4.63006,5.82536,6.09531
0.0299395,-4.76234,5.9349,6.2611
0.0399194,-4.84823,5.96527,6.33039
0.0498992,-4.86484,5.94597,6.33488
0.059879,-4.80843,5.92487,6.28864
0.0698589,-4.71251,5.92293,6.18584
0.0798387,-4.65655,5.90138,6.06523
0.0898185,-4.67151,5.97994,6.04503
0.0997984,-4.71595,6.01555,6.08199
0.109778,-4.77282,6.00508,6.06628
0.119758,-4.78718,5.98817,6.07316
0.129738,-4.78838,5.98143,6.12823
0.139718,-4.8201,5.92158,6.18299
0.149698,-4.83297,5.91455,6.22579
0.159677,-4.79661,5.90766,6.20529
0.169657,-4.78105,5.88776,6.07166
0.179637,-4.72014,5.87908,5.74516
0.189617,-4.64607,6.00777,5.20706
0.199597,-4.55988,6.18793,4.82235
0.209577,-4.54851,6.18449,4.6549
0.219556,-4.68932,6.18688,4.92425
0.229536,-4.9048,6.12075,5.44618
0.239516,-5.02735,5.97365,5.83449
0.249496,-5.11025,5.8728,5.94567
0.259476,-5.17579,5.97156,5.83778
0.269456,-5.19973,6.1797,5.54105
0.279435,-5.09454,6.38007,5.24522
0.289415,-5.08346,6.42915,5.06311
0.299395,-5.17818,6.24629,5.11938
0.309375,-5.17818,6.24629,5.11938
0.319355,-5.44364,5.98877,5.73004
0.329335,-5.44364,5.98877,5.73004
0.339315,-5.68994,6.05146,6.26694
0.349294,-5.61856,6.07645,6.26859
0.359274,-5.48389,6.02019,6.17671
0.369254,-5.48389,6.02019,6.17671
0.379234,-5.32632,5.97814,6.02064
0.389214,-5.23205,5.92517,5.81758
0.399194,-5.14766,5.87474,5.62605
0.409173,-5.14766,5.87474,5.62605
0.419153,-5.11309,5.87968,5.57906
0.429133,-5.09858,5.86546,5.5819
0.439113,-5.04471,5.83015,5.54764
0.449093,-5.02436,5.79663,5.51487
0.459073,-5.13135,5.96976,5.49646
0.469052,-5.13135,5.96976,5.49646
0.479032,-5.2313,6.05476,5.52669
0.489012,-5.32348,6.09202,5.55512
0.498992,-5.40608,6.17476,5.56679
0.508972,-5.57427,6.28535,5.63098
0.518952,-5.67573,6.41373,5.69922
0.528931,-5.69697,6.41807,5.68904
0.538911,-5.6645,6.38246,5.65178
0.548891,-5.64565,6.38201,5.56604
0.558871,-5.62186,6.37692,5.47566
0.568851,-5.62245,6.40027,5.3965
0.578831,-5.59387,6.34041,5.3353
0.58881,-5.53312,6.26694,5.33276
0.59879,-5.51127,6.19407,5.45845
0.60877,-5.52893,6.14394,5.52055
0.61875,-5.53656,6.1821,5.51531
0.62873,-5.5828,6.24539,5.42015
0.63871,-5.61841,6.37363,5.33934
0.64869,-5.62216,6.37079,5.30089
0.658669,-5.63113,6.2816,5.22696
0.668649,-5.62859,6.21187,5.16531
0.678629,-5.63338,6.18314,5.17743
0.688609,-5.59761,6.14559,5.20497
0.698589,-5.56095,6.10054,5.19419
0.708569,-5.51546,6.03366,5.1312
0.718548,-5.42942,5.96033,5.08137
0.728528,-5.37286,5.92008,5.04007
0.738508,-5.34533,5.90332,4.99533
0.748488,-5.32153,5.93235,4.99099
0.758468,-5.33006,5.90332,4.96465
0.768448,-5.36313,5.85738,4.96884
0.778427,-5.41012,5.90976,5.00565
0.788407,-5.48793,5.99011,5.01014
0.798387,-5.55512,6.08214,4.97168
0.808367,-5.59776,6.13391,4.9247
0.818347,-5.65178,6.0781,4.91647
0.828327,-5.69159,6.04877,4.89896
0.838306,-5.71388,6.09157,4.90285
0.848286,-5.75862,6.11042,4.96375
0.858266,-5.83673,6.13616,5.01179
0.868246,-5.8903,6.21187,5.00745
0.878226,-5.94971,6.26829,4.9648
0.888206,-5.98308,6.29163,4.94699
0.898185,-6.02303,6.27891,4.9244
0.908165,-6.00747,6.27876,4.87696
0.918145,-5.92607,6.25946,4.69231
0.928125,-5.89928,6.22489,4.49689
0.938105,-5.85589,6.23896,4.38286
0.948085,-5.82955,6.25362,4.37388
0.958065,-5.83015,6.19182,4.4294
0.968044,-5.83254,6.16145,4.54462
0.978024,-5.87744,6.17402,4.70623
0.988004,-5.95689,6.14514,4.83611
0.997984,-5.99116,6.20753,4.92814
1.00796,-5.93564,6.19152,4.91781
1.01794,-5.96871,6.18554,4.80678
1.02792,-5.93101,6.24031,4.70668
1.0379,-5.9533,6.25617,4.63171
1.04788,-6.00119,6.20544,4.66209
1.05786,-6.06493,6.22414,4.71296
1.06784,-6.11611,6.29597,4.81172
1.07782,-6.24554,6.38381,4.9633
1.0878,-6.36465,6.47179,5.09124
1.09778,-6.43603,6.48496,5.07015
1.10776,-6.35852,6.4278,4.96241
1.11774,-6.23567,6.39443,4.75501
1.12772,-6.08932,6.33697,4.48387
1.1377,-6.05341,6.35358,4.37927
1.14768,-6.10039,6.40984,4.31059
1.15766,-6.17192,6.43977,4.28919
1.16764,-6.24928,6.45563,4.31104
1.17762,-6.29612,6.4697,4.36236
1.1876,-6.29657,6.46671,4.28096
1.19758,-6.27831,6.47853,4.21916
1.20756,-6.32949,6.49484,4.24639
1.21754,-6.28026,6.45758,4.3079
1.22752,-6.20783,6.34625,4.33692
1.2375,-6.17596,6.25826,4.35039
1.24748,-6.11566,6.23043,4.34979
1.25746,-6.08738,6.20469,4.37942
1.26744,-6.06044,6.22863,4.33932
1.27742,-6.11865,6.2234,4.37613
1.2874,-6.0968,6.29028,4.32825
1.29738,-6.08319,6.25183,4.27857
1.30736,-6.04892,6.22833,4.26046
1.31734,-6.01016,6.21202,4.25447
1.32732,-5.98113,6.15741,4.26764
1.3373,-6.01241,6.09202,4.21213
1.34728,-6.06134,6.16788,4.21512
1.35726,-6.07974,6.26769,4.13477
1.36724,-6.00612,6.24898,4.07222
1.37722,-6.00822,6.24883,4.06025
1.3872,-6.02707,6.28265,4.12893
1.39718,-6.08169,6.26514,4.1204
1.40716,-6.09202,6.2222,4.17083
1.41714,-6.09396,6.20783,4.16125
1.42712,-6.08663,6.2436,4.13477
1.4371,-6.06837,6.23387,4.08269
1.44708,-6.14424,6.25407,4.04214
1.45706,-6.20334,6.34445,4.06399
1.46704,-6.23237,6.4085,4.04349
1.47702,-6.27712,6.37902,4.02822
1.487,-6.30809,6.35717,4.03466
1.49698,-6.3036,6.37393,4.03945
1.50696,-6.25317,6.31497,4.0604
