time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
0,-4.51724,6.32709,6.10653
0.00998182,-4.50931,6.22444,6.13137
0.0199636,-4.47878,6.23462,6.14648
0.0299455,-4.40067,6.23043,6.08872
0.0399273,-4.31059,6.20978,6.0362
0.0499091,-4.29398,6.19332,6.05101
0.0598909,-4.34306,6.17626,6.10743
0.0698727,-4.3272,6.13631,6.16564
0.0798545,-4.30415,6.15591,6.18763
0.0898364,-4.2633,6.1182,6.20095
0.0998182,-4.22395,6.04697,6.19302
0.1098,-4.21303,6.01405,6.25572
0.119782,-4.27408,5.95166,6.33607
0.129764,-4.34067,5.98158,6.303
0.139745,-4.48132,6.12808,6.30779
0.149727,-4.56273,6.26754,6.23507
0.159709,-4.5937,6.35538,6.1809
0.169691,-4.49928,6.31752,6.06149
0.179673,-4.40232,6.21277,5.97141
0.189655,-4.2844,6.04668,5.93265
0.199636,-4.23936,5.94178,5.91066
0.209618,-4.24639,5.8511,5.95181
0.2196,-4.25373,5.85888,6.04982
0.229582,-4.17547,5.88567,5.96542
0.239564,-4.21751,5.97305,5.88222
0.249545,-4.21542,6.10653,5.82132
0.259527,-4.22694,6.18255,5.76775
0.269509,-4.28216,6.11521,5.80756
0.279491,-4.35294,6.05027,5.89719
0.289473,-4.38241,5.99355,6.05745
0.299455,-4.43329,5.91036,6.21966
0.309436,-4.44451,5.91305,6.28639
0.319418,-4.50811,5.92203,6.33727
0.3294,-4.52756,5.92367,6.25287
0.339382,-4.47609,6.0359,6.1408
0.349364,-4.48417,6.10937,6.04428
0.359345,-4.52532,6.12808,6.05745
0.369327,-4.5542,6.12119,6.1598
0.379309,-4.66912,6.05116,6.29612
0.389291,-4.7378,6.03171,6.37363
0.399273,-4.82295,6.11132,6.29642
0.409255,-4.89746,6.28624,6.12314
0.419236,-4.90794,6.48347,5.95854
0.429218,-5.01239,6.55978,5.79229
0.4392,-5.06147,6.61365,5.71388
0.449182,-5.07838,6.63011,5.71343
0.459164,-5.11773,6.56562,5.79184
0.469145,-5.12416,6.49199,5.89285
0.479127,-5.07433,6.407,5.95704
0.489109,-4.97363,6.33682,5.98428
0.499091,-4.89836,6.30884,5.95285
0.509073,-4.91437,6.29896,5.93101
0.519055,-4.97827,6.34146,5.9744
0.529036,-5.0872,6.37842,6.00732
0.539018,-5.18896,6.4299,6.03051
0.549,-5.22741,6.46356,6.11311
0.558982,-5.22547,6.43977,6.14454
0.568964,-5.13943,6.31871,6.11416
0.578945,-4.93966,6.22025,6.02423
0.588927,-4.86275,6.08154,5.88836
0.598909,-4.79122,6.00792,5.84287
0.608891,-4.81247,5.97021,5.94806
0.618873,-4.86814,5.90048,6.01181
0.628855,-4.92066,5.87893,6.11117
0.638836,-4.91752,5.83823,6.10429
0.648818,-4.81397,5.74501,5.93041
0.6588,-4.7378,5.71688,5.86801
0.668782,-4.75381,5.76012,5.91275
0.678764,-4.87158,5.80157,5.9141
0.688745,-4.93472,5.93205,5.88043
0.698727,-4.99682,6.03141,5.82297
0.708709,-5.11489,6.139,5.7064
0.718691,-5.15544,6.24809,5.647
0.728673,-5.17938,6.31931,5.60764
0.738655,-5.23744,6.34251,5.6226
0.748636,-5.23115,6.26664,5.69757
0.758618,-5.22083,6.14319,5.82581
