time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
0,-5.84048,5.62156,6.00493
0.00997967,-5.72077,5.76865,5.92083
0.0199593,-5.82117,5.74605,5.64281
0.029939,-5.74306,5.78481,5.56559
0.0399187,-5.71448,5.78212,5.47042
0.0498984,-5.70894,5.74082,5.37032
0.059878,-5.67483,5.71957,5.357
0.0698577,-5.66675,5.72974,5.41221
0.0798374,-5.71837,5.74605,5.4586
0.0898171,-5.77464,5.77434,5.49287
0.0997967,-5.77239,5.7911,5.48808
0.109776,-5.77763,5.76416,5.42583
0.119756,-5.69667,5.73782,5.26288
0.129736,-5.59208,5.73498,5.00206
0.139715,-5.49197,5.72002,4.74124
0.149695,-5.56948,5.7884,4.7387
0.159675,-5.73064,5.86487,5.02376
0.169654,-5.88118,5.79738,5.24552
0.179634,-5.99415,5.70131,5.40862
0.189614,-6.03426,5.75369,5.45262
0.199593,-6.07256,5.73588,5.36792
0.209573,-6.06433,5.69608,5.15529
0.219553,-6.08977,5.73363,5.10157
0.229533,-6.21517,5.76566,5.12686
0.239512,-6.30869,5.73887,5.24672
0.249492,-6.30151,5.68006,5.36717
0.259472,-6.221,5.60929,5.34338
0.269451,-6.08812,5.52893,5.23729
0.279431,-5.99954,5.49841,5.15604
0.289411,-6.00074,5.48614,5.11294
0.29939,-6.13466,5.51292,5.09723
0.30937,-6.2415,5.62081,5.00745
0.31935,-6.32949,5.71957,4.93487
0.329329,-6.39997,5.73977,4.87771
0.339309,-6.43319,5.80845,4.82848
0.349289,-6.4272,5.85409,4.84988
0.359268,-6.38605,5.79184,4.76758
0.369248,-6.32081,5.73768,4.76967
0.379228,-6.35597,5.67273,4.7788
0.389207,-6.39488,5.71598,4.87801
0.399187,-6.41284,5.75414,4.90121
0.409167,-6.47149,5.77209,4.84689
0.419146,-6.46057,5.75758,4.7993
0.429126,-6.38456,5.77718,4.7173
0.439106,-6.39368,5.77613,4.60448
0.449085,-6.38635,5.76596,4.50901
0.459065,-6.41418,5.80187,4.55105
0.469045,-6.52013,5.81324,4.66807
0.479024,-6.54063,5.82835,4.80873
0.489004,-6.55813,5.75443,4.87831
0.498984,-6.56801,5.69234,4.92156
0.508963,-6.5737,5.69907,4.85916
0.518943,-6.60003,5.72181,4.75037
0.528923,-6.63774,5.76401,4.70847
0.538902,-6.64283,5.73468,4.63665
0.548882,-6.58133,5.66929,4.41114
0.558862,-6.47149,5.70116,4.30834
0.568841,-6.47359,5.63428,4.33034
0.578821,-6.48436,5.65597,4.3682
0.588801,-6.52791,5.65792,4.39109
0.59878,-6.6762,5.66301,4.38226
0.60876,-6.79157,5.78795,4.34246
0.61874,-6.85845,5.91993,4.17202
0.62872,-6.84469,5.92831,3.9974
0.638699,-6.82269,5.88013,3.90732
0.648679,-6.77765,5.8285,3.9543
0.658659,-6.78154,5.81459,4.02149
0.668638,-6.77481,5.75039,4.07476
0.678618,-6.72902,5.70326,4.0812
0.688598,-6.63699,5.70655,4.0381
0.698577,-6.59061,5.6663,4.02284
0.708557,-6.65136,5.70625,4.03526
0.718537,-6.70702,5.79095,3.92542
0.728516,-6.78364,5.84407,3.80078
0.738496,-6.81476,5.89599,3.77564
0.748476,-6.81057,5.86532,3.81664
0.758455,-6.83332,5.82237,3.88831
0.768435,-6.88015,5.74426,4.07686
0.778415,-6.88539,5.67348,4.22814
0.788394,-6.89931,5.63083,4.32869
0.798374,-6.924,5.61348,4.27557
0.808354,-6.86908,5.57053,4.203
0.818333,-6.89242,5.6464,4.14195
0.828313,-6.99642,5.77164,4.1192
0.838293,-7.03233,5.81579,4.00294
0.848272,-7.03233,5.81579,4.00294
0.858252,-6.93672,5.75369,3.84776
0.868232,-6.90754,5.76596,3.82442
0.878211,-6.89542,5.68021,3.85898
0.888191,-6.85307,5.55467,3.95206
0.898171,-6.80593,5.53163,3.99411
0.90815,-6.85052,5.57128,3.94233
0.91813,-6.88464,5.64909,3.8307
0.92811,-6.99852,5.76641,3.72865
0.938089,-7.15159,5.90736,3.65653
0.948069,-7.23808,6.01899,3.70845
0.958049,-7.27654,5.99715,3.72431
0.968028,-7.25185,5.95435,3.71339
0.978008,-7.19514,5.83299,3.71339
0.987988,-7.10296,5.74396,3.80512
0.997967,-7.01782,5.66675,3.88218
1.00795,-6.99433,5.60989,3.92872
1.01793,-7.00585,5.5834,3.92617
1.02791,-7.10132,5.6226,3.89939
1.03789,-7.21474,5.71598,3.7903
1.04787,-7.25469,5.79873,3.71683
1.05785,-7.26711,5.79558,3.6447
1.06783,-7.25828,5.84766,3.54864
1.0778,-7.24153,5.9147,3.51512
1.08778,-7.23135,5.82641,3.53756
1.09776,-7.16117,5.77,3.53502
1.10774,-7.13828,5.73004,3.59817
1.11772,-7.16297,5.72271,3.63124
1.1277,-7.13947,5.7685,3.6266
1.13768,-7.11269,5.72032,3.53188
1.14766,-7.12825,5.72391,3.39257
1.15764,-7.12705,5.80456,3.29844
1.16762,-7.10416,5.83793,3.22931
1.1776,-7.13633,5.7911,3.10197
1.18758,-7.09084,5.82267,3.08611
1.19756,-7.07917,5.74426,3.13968
1.20754,-7.07917,5.74426,3.13968
1.21752,-7.02739,5.67842,3.20866
1.2275,-7.03802,5.56963,3.40319
1.23748,-7.03802,5.56963,3.40319
1.24746,-7.11329,5.57367,3.44434
1.25744,-7.18451,5.64475,3.48265
1.26742,-7.3129,5.79304,3.37042
1.2774,-7.28507,5.82087,3.19834
1.28738,-7.28507,5.82087,3.19834
1.29736,-7.23898,5.80636,3.08716
1.30734,-7.17883,5.69907,3.03434
1.31732,-7.09234,5.57382,3.08312
1.3273,-7.02725,5.49167,3.20283
1.33728,-7.06256,5.50843,3.26403
1.34726,-7.13723,5.58624,3.24712
1.35724,-7.22985,5.71598,3.1503
1.36722,-7.31081,5.82611,2.98211
1.3772,-7.31604,5.8701,2.78758
1.38717,-7.31215,5.88163,2.71815
1.39715,-7.28941,5.88462,2.76664
1.40713,-7.28193,5.84242,2.87243
1.41711,-7.34777,5.80621,2.94291
1.42709,-7.39131,5.80815,2.96086
1.43707,-7.40508,5.87519,2.99842
1.44705,-7.46658,5.84796,2.98017
1.45703,-7.45745,5.84107,3.00201
1.46701,-7.45506,5.85065,2.99723
1.47699,-7.47391,5.86217,2.97987
1.48697,-7.49905,5.86861,2.93124
1.49695,-7.5185,5.87729,2.83966
1.50693,-7.5411,5.89405,2.87722
1.51691,-7.59766,5.89838,2.93318
1.52689,-7.60305,5.90572,2.95458
1.53687,-7.56414,5.88222,2.94141
1.54685,-7.5827,5.83883,2.94366
1.55683,-7.56983,5.84601,2.90325
1.56681,-7.56295,5.82865,2.82455
1.57679,-7.57566,5.80187,2.77636
1.58677,-7.6014,5.81564,2.74688
1.59675,-7.63462,5.92786,2.76918
1.60673,-7.69867,5.96812,2.8223
1.61671,-7.67562,5.92337,2.88066
1.62669,-7.65392,5.83703,2.8244
1.63667,-7.57267,5.8089,2.74763
1.64665,-7.46418,5.72196,2.7608
1.65663,-7.3955,5.60869,2.84968
1.66661,-7.40224,5.5852,2.93587
1.67659,-7.43725,5.65672,2.96326
1.68657,-7.49651,5.69862,2.91582
1.69654,-7.50848,5.75024,2.79297
1.70652,-7.50115,5.8092,2.66099
1.7165,-7.50324,5.82102,2.64408
1.72648,-7.48513,5.80965,2.69017
1.73646,-7.45895,5.73378,2.73686
1.74644,-7.43261,5.7293,2.73521
1.75642,-7.46254,5.74052,2.68404
1.7664,-7.42977,5.74995,2.61056
1.77638,-7.47705,5.77538,2.57794
1.78636,-7.47705,5.77074,2.58034
1.79634,-7.45536,5.73034,2.5956
1.80632,-7.41406,5.68306,2.59231
1.8163,-7.41376,5.69248,2.57301
1.82628,-7.38772,5.70969,2.57839
1.83626,-7.44638,5.76401,2.59799
