time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
0,-2.51944,5.03019,8.30799
0.00997963,-2.42786,4.95896,8.22718
0.0199593,-2.34122,4.84015,8.16793
0.0299389,-2.3291,4.78,8.10164
0.0399185,-2.3291,4.78,8.10164
0.0498982,-2.42232,4.86035,8.15132
0.0598778,-2.4916,4.95792,8.19187
0.0698574,-2.58513,4.99009,8.18439
0.0798371,-2.60443,5.00176,8.18379
0.0898167,-2.61041,4.99967,8.23407
0.0997963,-2.58079,4.98545,8.20608
0.109776,-2.52003,4.92335,8.10044
0.119756,-2.47843,4.84659,8.01096
0.129735,-2.4533,4.83955,7.96622
0.139715,-2.44746,4.8424,8.01904
0.149695,-2.45509,4.81606,8.04777
0.159674,-2.44911,4.80948,8.10313
0.169654,-2.48532,4.79466,8.12139
0.179633,-2.4949,4.79691,8.1187
0.189613,-2.52916,4.89851,8.00452
0.199593,-2.60682,5.07359,7.85743
0.209572,-2.67207,5.16277,7.7449
0.219552,-2.69855,5.19509,7.63612
0.229532,-2.71322,5.13239,7.58584
0.239511,-2.66204,5.04935,7.59497
0.249491,-2.58273,4.98829,7.60709
0.25947,-2.57525,4.98111,7.6026
0.26945,-2.56193,4.95717,7.56235
0.27943,-2.5341,4.91647,7.5203
0.289409,-2.50342,4.85841,7.37306
0.299389,-2.53979,4.84853,7.39849
0.309369,-2.58243,4.88355,7.36348
0.319348,-2.66339,4.96585,7.30811
0.329328,-2.71815,4.94834,7.30677
0.339308,-2.71262,5.02525,7.33265
0.349287,-2.75781,5.04665,7.40568
0.359267,-2.8642,5.06057,7.5393
0.369246,-2.97613,4.99997,7.64465
0.379226,-3.03957,4.97318,7.70779
0.389206,-3.14806,5.00131,7.82212
0.399185,-3.27944,5.07957,7.96427
0.409165,-3.36294,5.08376,8.05061
0.419145,-3.28318,5.19973,8.05435
0.429124,-3.5024,5.12342,8.15207
0.439104,-3.45945,5.08107,8.1799
0.449084,-3.38793,4.94385,8.2619
0.459063,-3.26403,4.84853,8.42635
0.469043,-3.18412,4.73735,8.44835
0.479022,-3.13624,4.73556,8.4449
0.489002,-3.09988,4.78194,8.49818
0.498982,-3.09284,4.81621,8.58197
0.508961,-3.08686,4.86828,8.50506
0.518941,-3.13459,4.88056,8.3026
0.528921,-3.15015,4.9247,8.14129
0.5389,-3.17889,4.94984,8.03251
0.54888,-3.23036,5.06147,8.02083
0.558859,-3.31625,5.09902,8.09012
0.568839,-3.35187,5.04605,8.10628
0.578819,-3.34932,4.98336,8.03744
0.588798,-3.34902,5.01672,8.00363
0.598778,-3.31221,5.067,7.94198
0.608758,-3.36982,5.10127,7.83469
0.618737,-3.41995,5.11414,7.72785
0.628717,-3.44988,5.09917,7.69373
0.638697,-3.47621,5.09169,7.69777
0.648676,-3.46753,5.0896,7.73398
0.658656,-3.47412,5.04171,7.73174
0.668635,-3.46724,5.03708,7.7464
0.678615,-3.51901,4.99398,7.83394
0.688595,-3.56929,4.91946,7.87389
0.698574,-3.54714,4.83611,7.89185
0.708554,-3.51093,4.81427,7.79234
0.718534,-3.50704,4.81636,7.73024
0.728513,-3.50674,4.82818,7.71333
0.738493,-3.50165,4.87577,7.67712
0.748473,-3.57348,4.944,7.64121
0.758452,-3.67448,5.03573,7.61637
0.768432,-3.81005,5.11234,7.54274
0.778411,-3.8527,5.18073,7.49321
0.788391,-3.86093,5.20183,7.43052
0.798371,-3.83789,5.16591,7.38592
0.80835,-3.74945,5.16636,7.2924
0.81833,-3.70905,5.13539,7.22417
0.82831,-3.70022,5.1285,7.26038
0.838289,-3.72476,5.09977,7.29839
0.848269,-3.78177,5.10606,7.27519
0.858248,-3.78686,5.13943,7.2725
0.868228,-3.76965,5.13,7.25858
0.878208,-3.7505,5.15334,7.15114
