time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
0,-0.610967,2.10973,9.57047
0.00997942,-0.587923,2.04763,9.54279
0.0199588,-0.587923,2.04763,9.54279
0.0299383,-0.602288,1.99975,9.56913
0.0399177,-0.579543,2.01232,9.61267
0.0498971,-0.614708,2.03147,9.66908
0.0598765,-0.656906,2.04329,9.7255
0.069856,-0.656906,2.04329,9.7255
0.0798354,-0.681297,2.06619,9.63601
0.0898148,-0.681297,2.06619,9.63601
0.0997942,-0.681297,2.10195,9.61656
0.109774,-0.666782,2.05436,9.63167
0.119753,-0.629672,2.00992,9.70245
0.129733,-0.629672,2.00992,9.70245
0.139712,-0.57685,1.95097,9.7258
0.149691,-0.57685,1.95097,9.7258
0.159671,-0.547521,1.92268,9.71487
0.16965,-0.547521,1.92268,9.71487
0.17963,-0.565178,1.9553,9.63751
0.189609,-0.565178,1.9553,9.63751
0.199588,-0.610219,2.05541,9.6643
0.209568,-0.610219,2.05541,9.6643
0.219547,-0.641343,2.1027,9.64155
0.229527,-0.641343,2.1027,9.64155
0.239506,-0.600642,2.09851,9.64514
0.249486,-0.577897,2.08893,9.59786
0.259465,-0.58104,2.04539,9.55491
0.269444,-0.570865,2.00962,9.55312
0.279424,-0.544379,2.00049,9.54907
0.289403,-0.561587,2.02414,9.55326
0.299383,-0.586876,2.06708,9.58813
0.309362,-0.586876,2.06708,9.58813
0.319342,-0.603635,2.07412,9.58289
0.329321,-0.639249,2.09731,9.56494
0.3393,-0.634909,2.10464,9.57466
0.34928,-0.64703,2.09985,9.58633
0.359259,-0.64269,2.07382,9.61536
0.369239,-0.657654,2.05466,9.64873
0.379218,-0.642391,2.06723,9.7041
0.389198,-0.627427,2.05062,9.68779
0.399177,-0.626679,2.02893,9.66878
0.409156,-0.607077,2.0409,9.64529
0.419136,-0.603336,2.02638,9.59756
0.429115,-0.59331,2.02399,9.58349
0.439095,-0.591215,2.03356,9.59067
0.449074,-0.592113,2.02908,9.62419
0.459053,-0.608423,2.01202,9.61911
0.469033,-0.60977,2.0195,9.66699
0.479012,-0.615157,2.04583,9.68105
0.488992,-0.600792,2.04613,9.67657
0.498971,-0.614559,2.02189,9.66445
0.508951,-0.58493,2.02444,9.62928
0.51893,-0.602887,2.01905,9.58334
