time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
0,-0.156819,2.11197,9.68539
0.00997741,-0.139462,2.10255,9.66205
0.0199548,-0.102651,2.11227,9.6197
0.0299322,-0.106242,2.08085,9.59112
0.0399097,-0.083647,2.0379,9.57047
0.0498871,-0.0888843,2.06663,9.57257
0.0598645,-0.104297,2.07861,9.61282
0.0698419,-0.136618,2.10479,9.6429
0.0798193,-0.163104,2.09731,9.65427
0.0897967,-0.150535,2.13143,9.71173
0.0997741,-0.153378,2.12439,9.73088
0.109752,-0.146195,2.13158,9.72864
0.119729,-0.119859,2.12963,9.72939
0.129706,-0.105793,2.08459,9.76126
0.139684,-0.105793,2.05107,9.77817
0.149661,-0.096815,2.01262,9.73088
0.159639,-0.109385,2.00244,9.66355
0.169616,-0.101454,2.02129,9.62045
0.179593,-0.0924756,2.07412,9.6203
0.189571,-0.102651,2.1003,9.63182
0.199548,-0.119111,2.09058,9.62434
0.209526,-0.171334,2.13098,9.68255
0.219503,-0.18959,2.15253,9.73223
0.22948,-0.165498,2.18619,9.70619
0.239458,-0.126144,2.20071,9.65442
0.249435,-0.0975632,2.1838,9.57152
0.259413,-0.0815521,2.16929,9.5169
0.26939,-0.0499787,2.14804,9.50583
0.279368,-0.0377085,2.15283,9.49416
0.289345,-0.0445918,2.13128,9.49176
0.299322,-0.0553656,2.1624,9.52244
0.3093,-0.0969647,2.20984,9.5377
0.319277,-0.0860412,2.25563,9.55207
0.329255,-0.104447,2.27657,9.51541
0.339232,-0.112078,2.2854,9.4337
0.349209,-0.102052,2.29019,9.40767
0.359187,-0.128388,2.31847,9.39719
0.369164,-0.130334,2.30635,9.38283
0.379142,-0.114472,2.31398,9.41665
0.389119,-0.128987,2.27807,9.44298
0.399097,-0.0963661,2.24066,9.49446
0.409074,-0.101753,2.21208,9.53516
0.419051,-0.118961,2.15477,9.58304
0.429029,-0.114771,2.11452,9.62898
0.439006,-0.0824499,2.08908,9.68509
0.448984,-0.104895,2.08429,9.72535
0.458961,-0.126443,2.0816,9.73193
0.468938,-0.114921,2.0605,9.75872
0.478916,-0.139312,2.05781,9.77967
0.488893,-0.139013,2.10778,9.73866
0.498871,-0.138863,2.103,9.73388
0.508848,-0.166845,2.09536,9.71158
0.518825,-0.145447,2.13143,9.69512
0.528803,-0.166247,2.12843,9.66834
0.53878,-0.147243,2.11931,9.68076
0.548758,-0.14021,2.18141,9.65173
0.558735,-0.139162,2.20011,9.60384
0.568713,-0.111928,2.22645,9.54922
0.57869,-0.0962165,2.25248,9.48234
0.588667,-0.0706286,2.22615,9.43296
0.598645,-0.0680848,2.21896,9.42577
0.608622,-0.0969647,2.22106,9.437
0.6186,-0.0908296,2.22136,9.47306
0.628577,-0.108487,2.24051,9.50359
0.638554,-0.145447,2.24515,9.54099
0.648532,-0.119261,2.23123,9.55611
0.658509,-0.114771,2.22899,9.56823
0.668487,-0.0956179,2.19113,9.58589
0.678464,-0.0740702,2.17228,9.59846
0.688441,-0.0504276,2.17976,9.60145
0.698419,-0.0492305,2.15088,9.57062
0.708396,-0.0664388,2.13337,9.50314
0.718374,-0.0927748,2.16165,9.48787
0.728351,-0.0830484,2.15702,9.48338
0.738329,-0.109833,2.20684,9.47755
0.748306,-0.114323,2.24006,9.44598
0.758283,-0.155323,2.24201,9.46169
0.768261,-0.182108,2.25368,9.47291
0.778238,-0.199167,2.25353,9.48443
0.788216,-0.217273,2.24186,9.54863
0.798193,-0.228346,2.223,9.61806
0.80817,-0.23882,2.19442,9.66594
0.818148,-0.231039,2.16824,9.65906
0.828125,-0.216225,2.13726,9.65726
0.838103,-0.219966,2.11302,9.62629
0.84808,-0.173878,2.07786,9.62045
0.858057,-0.166695,2.09686,9.60624
0.868035,-0.190039,2.0798,9.59127
0.878012,-0.213232,2.07681,9.56913
0.88799,-0.2267,2.10569,9.61177
0.897967,-0.23493,2.11781,9.64739
0.907945,-0.233733,2.11586,9.69766
0.917922,-0.237174,2.11138,9.74076
0.927899,-0.230141,2.09955,9.75542
0.937877,-0.23059,2.04239,9.80136
0.947854,-0.226101,2.04733,9.80869
0.957832,-0.196324,2.00693,9.78819
0.967809,-0.13991,1.97625,9.74914
0.977786,-0.131082,1.94259,9.7017
0.987764,-0.140659,1.94244,9.70141
0.997741,-0.128688,1.94977,9.69452
1.00772,-0.145597,1.93765,9.70619
1.0177,-0.167444,1.97087,9.7053
1.02767,-0.153527,2.00917,9.70066
1.03765,-0.143801,2.03551,9.67911
1.04763,-0.150834,2.03536,9.67657
1.05761,-0.174177,2.03012,9.65442
1.06758,-0.15263,2.01381,9.66235
1.07756,-0.147093,2.03102,9.71742
1.08754,-0.161309,1.99735,9.73403
1.09752,-0.156221,1.98314,9.72714
1.10749,-0.155473,1.95665,9.71293
1.11747,-0.195426,1.93914,9.69048
1.12745,-0.196174,2.01336,9.68031
1.13743,-0.184053,2.04673,9.65636
1.1474,-0.225054,2.05107,9.66729
1.15738,-0.224755,2.09641,9.63586
1.16736,-0.241663,2.09851,9.6426
1.17733,-0.234182,2.06993,9.64529
1.18731,-0.217871,2.08459,9.65053
1.19729,-0.213083,2.08235,9.65547
1.20727,-0.234032,2.05796,9.64544
1.21724,-0.211886,2.05092,9.6197
1.22722,-0.214729,2.04628,9.64125
1.2372,-0.243609,2.06978,9.63557
1.24718,-0.241813,2.09147,9.64978
1.25715,-0.213532,2.1229,9.65262
1.26713,-0.229693,2.11063,9.63078
1.27711,-0.222061,2.11063,9.61656
1.28709,-0.213831,2.08654,9.58828
1.29706,-0.208444,2.06738,9.57182
1.30704,-0.209641,2.08923,9.60998
1.31702,-0.185699,2.07756,9.61297
1.327,-0.214879,2.09881,9.61925
1.33697,-0.219817,2.07726,9.63616
1.34695,-0.216076,2.1015,9.66714
1.35693,-0.187046,2.07801,9.66564
1.36691,-0.174626,2.07801,9.64679
1.37688,-0.153078,2.07352,9.64993
1.38686,-0.133326,2.06648,9.63123
1.39684,-0.15637,2.03012,9.61177
1.40682,-0.141407,2.05152,9.5784
1.41679,-0.141407,2.05152,9.5784
1.42677,-0.152929,2.10374,9.53471
1.43675,-0.163254,2.11811,9.5582
1.44672,-0.176123,2.14684,9.57691
1.4567,-0.176123,2.14684,9.57691
1.46668,-0.128239,2.13562,9.58304
1.47666,-0.144848,2.13292,9.5802
1.48663,-0.129286,2.11362,9.53755
1.49661,-0.126144,2.11826,9.50403
1.50659,-0.16909,2.12245,9.50059
1.51657,-0.15667,2.12484,9.47934
1.52654,-0.171633,2.15103,9.49311
1.53652,-0.184353,2.13681,9.52872
1.5465,-0.23074,2.1651,9.55371
