time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
0,-6.02169,6.6768,3.70217
0.00997787,-6.02513,6.72887,3.62256
0.0199557,-6.06972,6.70179,3.6049
0.0299336,-6.11057,6.67276,3.62316
0.0399115,-6.11416,6.6563,3.68062
0.0498893,-6.11416,6.6563,3.68062
0.0598672,-6.30225,6.72303,3.99141
0.0698451,-6.32994,6.73426,3.94996
0.0798229,-6.26395,6.75625,3.87724
0.0898008,-6.26395,6.75625,3.87724
0.0997787,-6.18269,6.7775,3.68271
0.109757,-6.18269,6.7775,3.68271
0.119734,-6.21412,6.77705,3.69394
0.129712,-6.21412,6.77705,3.69394
0.13969,-6.306,6.70538,3.86692
0.149668,-6.306,6.70538,3.86692
0.159646,-6.23282,6.697,3.90717
0.169624,-6.23282,6.697,3.90717
0.179602,-6.15591,6.64013,3.83055
0.189579,-6.11296,6.64717,3.73344
0.199557,-6.06089,6.64013,3.66296
0.209535,-6.01929,6.58731,3.56151
0.219513,-5.95106,6.58073,3.51063
0.229491,-5.86591,6.54018,3.38134
0.239469,-5.73723,6.49379,3.33241
0.249447,-5.64131,6.42585,3.35695
0.259425,-5.57726,6.39114,3.39735
0.269402,-5.62769,6.36735,3.51108
0.27938,-5.70341,6.30959,3.60535
0.289358,-5.81818,6.29836,3.6073
0.299336,-5.93594,6.34954,3.6061
0.309314,-6.01735,6.41508,3.57243
0.319292,-6.09411,6.49454,3.44524
0.32927,-6.12838,6.5722,3.33585
0.339247,-6.15726,6.64986,3.20762
0.349225,-6.19871,6.70134,3.11753
0.359203,-6.19886,6.75311,2.99738
0.369181,-6.2234,6.76897,2.91986
0.379159,-6.25736,6.78528,2.93333
0.389137,-6.36555,6.81805,3.03314
0.399115,-6.46521,6.82194,3.09284
0.409093,-6.52716,6.81087,2.99304
0.41907,-6.53718,6.87925,2.87737
0.429048,-6.50591,6.92654,2.75077
0.439026,-6.5514,6.95392,2.64393
0.449004,-6.63759,7.15608,2.6378
0.458982,-6.76957,7.18302,2.6366
0.46896,-6.79247,7.13468,2.61954
0.478938,-6.69894,7.05014,2.65381
0.488915,-6.64118,7.02216,2.65546
0.498893,-6.62427,6.95093,2.69002
0.508871,-6.6117,6.91816,2.77442
0.518849,-6.64552,6.90589,2.79522
0.528827,-6.63235,6.86998,2.76469
0.538805,-6.54796,6.82329,2.76245
0.548783,-6.47598,6.78124,2.77666
0.558761,-6.43573,6.69849,2.83816
0.568738,-6.39772,6.65854,2.86824
0.578716,-6.3452,6.62592,2.89143
0.588694,-6.32515,6.59016,2.87542
0.598672,-6.34176,6.53748,2.89458
0.60865,-6.385,6.53988,2.99393
0.618628,-6.43468,6.49933,3.0912
0.628606,-6.5734,6.49738,3.09239
0.638584,-6.64208,6.50277,2.96595
0.648561,-6.67021,6.56352,2.81377
0.658539,-6.61859,6.70134,2.59141
0.668517,-6.57414,6.72947,2.42217
0.678495,-6.60946,6.70672,2.31847
0.688473,-6.62547,6.64432,2.32326
0.698451,-6.64702,6.6153,2.33733
0.708429,-6.67814,6.62921,2.33164
0.718406,-6.66946,6.56457,2.30351
0.728384,-6.67081,6.62457,2.32461
0.738362,-6.71839,6.66438,2.29678
0.74834,-6.76149,6.64238,2.3077
0.758318,-6.75835,6.59509,2.39673
0.768296,-6.81835,6.56337,2.42187
0.778274,-6.87432,6.55275,2.3701
0.788252,-6.89003,6.60153,2.20879
0.798229,-6.83736,6.65166,2.08519
0.808207,-6.80099,6.58208,2.00528
0.818185,-6.79456,6.51983,1.97236
0.828163,-6.73994,6.49439,2.00035
0.838141,-6.74757,6.60482,2.05676
0.848119,-6.83317,6.50816,2.08399
0.858097,-6.89886,6.49259,2.04165
0.868074,-6.94958,6.62547,1.99391
0.878052,-6.97936,6.59614,1.9574
0.88803,-7.01153,6.42286,1.89545
0.898008,-6.89108,6.35448,1.80327
0.907986,-6.71675,6.31408,1.83694
0.917964,-6.69819,6.33353,1.84697
0.927942,-6.80683,6.42286,1.84098
0.93792,-6.93387,6.55484,1.78397
0.947897,-6.96964,6.66632,1.72232
0.957875,-6.95557,6.72079,1.60725
0.967853,-6.94958,6.65779,1.49532
0.977831,-6.90813,6.69146,1.44579
0.987809,-6.98774,6.69056,1.47482
0.997787,-7.16581,6.78453,1.56056
1.00776,-7.25978,6.89377,1.6267
1.01774,-7.34208,6.90724,1.65798
1.02772,-7.36797,6.95931,1.61383
1.0377,-7.40927,6.92474,1.56026
1.04768,-7.37096,6.87043,1.5881
1.05765,-7.31814,6.80922,1.61144
1.06763,-7.28911,6.76897,1.62446
1.07761,-7.26188,6.74997,1.59423
1.08759,-7.26203,6.71121,1.52734
1.09757,-7.23659,6.74039,1.5447
1.10754,-7.28462,6.71839,1.56266
1.11752,-7.31545,6.72258,1.55233
1.1275,-7.29973,6.735,1.58376
1.13748,-7.31619,6.67515,1.6053
1.14745,-7.34777,6.72737,1.59932
1.15743,-7.38293,6.75999,1.55024
1.16741,-7.4172,6.76867,1.48455
1.17739,-7.38982,6.76553,1.34404
1.18737,-7.32457,6.74174,1.2381
1.19734,-7.25574,6.69924,1.18512
1.20732,-7.21833,6.60632,1.1748
1.2173,-7.11134,6.63011,1.28523
1.22728,-7.11628,6.53943,1.33611
1.23726,-7.07917,6.49663,1.30618
1.24723,-7.15878,6.53404,1.31815
1.25721,-7.23719,6.62338,1.24842
1.26719,-7.27774,6.67695,1.12003
1.27717,-7.29674,6.62816,1.04072
1.28714,-7.30482,6.62532,0.987902
1.29712,-7.2912,6.70912,0.96845
1.3071,-7.27774,6.72079,0.901712
1.31708,-7.30213,6.74129,0.814623
1.32706,-7.3135,6.81491,0.756265
1.33703,-7.33849,6.84289,0.685935
1.34701,-7.34208,6.84963,0.637902
1.35699,-7.31724,6.82344,0.614708
1.36697,-7.30572,6.74982,0.670672
1.37695,-7.27639,6.68099,0.681596
1.38692,-7.23434,6.62861,0.654362
1.3969,-7.12436,6.60557,0.573558
1.40688,-7.06091,6.56861,0.635358
1.41686,-7.13708,6.53958,0.734118
1.42684,-7.23778,6.57953,0.812678
1.43681,-7.30796,6.61215,0.83213
1.44679,-7.31604,6.61874,0.764794
1.45677,-7.21803,6.53838,0.717658
1.46675,-7.14381,6.48451,0.7416
1.47672,-7.07797,6.4881,0.788885
1.4867,-7.03173,6.40266,0.797864
1.49668,-6.94614,6.3437,0.755067
1.50666,-6.94869,6.3461,0.759706
1.51664,-7.04071,6.3642,0.795469
1.52661,-7.09608,6.40176,0.789035
1.53659,-7.09234,6.46581,0.702395
1.54657,-7.0862,6.45593,0.652267
1.55655,-7.07363,6.45593,0.628624
1.56653,-7.00136,6.43768,0.621143
1.5765,-6.92145,6.37887,0.611715
1.58648,-6.92145,6.37887,0.611715
1.59646,-6.87776,6.27921,0.637453
1.60644,-6.83002,6.15352,0.706735
1.61641,-6.83481,6.14633,0.709129
1.62639,-6.83481,6.14633,0.709129
1.63637,-6.79965,6.23761,0.694913
1.64635,-6.79965,6.23761,0.694913
1.65633,-6.81431,6.33458,0.559642
1.6663,-6.81431,6.33458,0.559642
1.67628,-6.91666,6.4474,0.479586
1.68626,-7.01363,6.49828,0.407162
1.69624,-7.18077,6.61096,0.430655
1.70622,-7.31096,6.74129,0.500535
1.71619,-7.40538,6.75715,0.536298
1.72617,-7.43246,6.78558,0.55216
1.73615,-7.45326,6.85008,0.587025
1.74613,-7.47167,6.80204,0.582087
1.7561,-7.47601,6.82568,0.553058
1.76608,-7.51401,6.88704,0.508466
1.77606,-7.59018,6.89302,0.489612
1.78604,-7.6436,6.94495,0.492604
1.79602,-7.66051,6.93522,0.501882
1.80599,-7.6246,6.91427,0.517295
1.81597,-7.59437,6.86489,0.575952
1.82595,-7.53885,6.82015,0.577748
1.83593,-7.53392,6.76059,0.602288
1.84591,-7.50698,6.76553,0.574306
1.85588,-7.49501,6.74114,0.495747
1.86586,-7.46314,6.75565,0.455644
1.87584,-7.46583,6.74383,0.472404
1.88582,-7.48618,6.71525,0.534503
1.89579,-7.50204,6.67979,0.61815
1.90577,-7.44084,6.63325,0.67995
1.91575,-7.353,6.53135,0.663939
1.92573,-7.31619,6.50471,0.542882
1.93571,-7.26412,6.48107,0.486918
1.94568,-7.22058,6.47434,0.471356
1.95566,-7.21429,6.47224,0.50263
1.96564,-7.17329,6.40835,0.525824
1.97562,-7.14456,6.35388,0.550813
1.9856,-7.01602,6.23597,0.545576
1.99557,-6.91457,6.16788,0.54393
2.00555,-6.87282,6.09426,0.535999
